booktitle,author,key,title
COMPSAC (1),Ning Zhong,conf/compsac/Zhong06,"How to Make ""Web Intelligence (WI) meets Brain Informatics (BI)"" Successfully?"
,Floriana Esposito,journals/ijsc/FanizzidE08,Induction of Classifiers through Non-Parametric Methods for Approximate Classification and Retrieval with Ontologies.
,Lillian Lee,journals/corr/abs-0804-3599,"Respect My Authority! HITS Without Hyperlinks, Utilizing Cluster-Based Language Models"
SAC,José Carlos Brustoloni,conf/sac/Villamarin-SalomonB09,Bayesian bot detection based on DNS traffic similarity.
,Faramarz Fekri,journals/ton/BeiramiSF16,Packet-Level Network Compression: Realization and Scaling of the Network-Wide Benefits.
ICMLA,Sargur N. Srihari,conf/icmla/ZhengS02,Text Categorization Using Modified-CHI Feature Selection and Document/Term Frequencies.
Encyclopedia of Machine Learning,Claude Sammut,reference/ml/Sammut10k,Version Space.
,Nebojsa Jojic,journals/pami/PerinaJ15,"Capturing Spatial Interdependence in Image Features: The Counting Grid, an Epitomic Representation for Bags of Features."
IRFC,Jaap Kamps,conf/irfc/KapteinK11,Word Clouds of Multiple Search Results.
ICRA,Yasuo Kuniyoshi,conf/icra/KanezakiNHK10,High-speed 3D object recognition using additive features in a linear subspace.
,Simon Haykin,journals/tnn/ChenKKH01c,Neural and Adaptive Systems: Fundamentals Through Simulations.
CEC,Oded Shmueli,conf/wecwis/GolanyS05,Catalog-Based Purchasing: Illustrating a Quantitative Approach to Electronic Commerce.
,Martin A. Fischler,journals/tc/FirscheinF67,"Comment on ""A pattern recognition experiment with near-optimum results""."
,Kate Saenko,journals/corr/PengHYS16,Fine-to-coarse Knowledge Transfer For Low-Res Image Classification.
,Yan Huang 0002,journals/geoinformatica/ZhangH09,Cloaking locations for anonymous location based services: a hybrid approach.
,John N. Tsitsiklis,journals/siamcomp/PapadimitriouT87,On Stochastic Scheduling with In-Tree Precedence Constraints.
,Fernando Pérez-Cruz,journals/tcom/Murillo-FuentesP09,Gaussian process regressors for multiuser detection in DS-CDMA systems.
Web 2.0 & Semantic Web,Kalina Bontcheva,series/anis/DamljanovicB09,Towards Enhanced Usability of Natural Language Interfaces to Knowledge Bases.
ACL/IJCNLP (Short Papers),Jugal K. Kalita,conf/acl/SahariaDSK09,Part of Speech Tagger for Assamese Text.
TAC,Pushpak Bhattacharyya,conf/tac/MajumdarB10,Lexical Based Text Entailment System for Main Task of RTE6.
PODC,Eli Upfal,conf/podc/ShamirU82,N-Processors Graph Distributively Achieve Perfect Matchings in O(log
,Jun-Ming Xu,journals/dmaa/LuX14,The p-domination number of complete multipartite graphs.
KR,Stefan Woltran,conf/kr/EiterFTTW06,Replacements in Non-Ground Answer-Set Programming.
CVPR,Gérard G. Medioni,conf/cvpr/WangCM14,3D Modeling from Wide Baseline Range Scans Using Contour Coherence.
,James Allan,journals/umuai/LeuskiA04,Interactive Information Retrieval Using Clustering and Spatial Proximity.
NIPS,Junzhou Huang,conf/nips/ChenH12,Compressive Sensing MRI with Wavelet Tree Sparsity.
KDD,Yves Lechevallier,conf/kdd/CiampiL95,Designing Neural Networks from Statistical Models: A New Approach to Data Exploration.
NIPS,Joelle Pineau,conf/nips/FardP08,MDPs with Non-Deterministic Policies.
IJCAI,Lenhart K. Schubert,conf/ijcai/Schubert79,Problems with Parts.
,Val Tannen,journals/debu/GreenT06,Models for Incomplete and Probabilistic Information.
,Vivek K. Goyal,journals/tsp/RhimG14,Distributed Hypothesis Testing With Social Learning and Symmetric Fusion.
,H. V. Jagadish,journals/pvldb/LongWGJ13,Direction-Preserving Trajectory Simplification.
GIS,Matthias Renz,conf/gis/KriegelKPR04,Object-relational management of complex geographical objects.
WWW,Elisa Bertino,conf/www/MecellaOPB06,Access control enforcement for conversation-based web services.
IJCNN,Renata M. C. R. de Souza,conf/ijcnn/CostaPS10,A kernel k-means clustering method for symbolic interval data.
DaWaK,Arbee L. P. Chen,conf/dawak/ChenWC16,Mining User Trajectories from Smartphone Data Considering Data Uncertainty.
NIPS,Vladimir Vapnik,conf/nips/ScholkopfSSV97,Prior Knowledge in Support Vector Kernels.
HotOS,Steven D. Gribble,conf/hotos/Gribble01,Robustness in Complex Systems.
,Lihua Wu,journals/siamma/HeGW14,Algebro-geometric Quasi-periodic Solutions to the Three-Wave Resonant Interaction Hierarchy.
,Victor C. S. Lee,journals/scpe/NgL98,Delayed Frame Transmission Schemes for MPEG Videos in a Real-Time.
WWW,Ingmar Weber,conf/www/GargW08,Personalized tag suggestion for flickr.
PDP,Nicola Tonellotto,conf/pdp/AldinucciCDVKDLT08,Behavioural Skeletons in GCM: Autonomic Management of Grid Components.
ICASSP,Anthony J. Robinson,conf/icassp/ClarksonR97,Language model adaptation using mixtures and an exponentially decaying cache.
,Gunter Saake,journals/ase/RosenmullerSAS11,Flexible feature binding in software product lines.
SODA,Jeff M. Phillips,conf/soda/Phillips13,Є-Samples for Kernels.
,Sushil Jajodia,journals/tdsc/ChuGWJ12,"Detecting Automation of Twitter Accounts: Are You a Human, Bot, or Cyborg?"
ICNC,Peng Liu,conf/icnc/WangL13,Multi-agent planning for fleet cooperative air defense decision-making.
,Xuelong Li,journals/mva/CaoLYL12,Vehicle detection and tracking in airborne videos by multi-motion layer analysis.
IJCAI,Yunqing Xia,conf/ijcai/JinZCX16,Bag-of-Embeddings for Text Classification.
Multiple Classifier Systems,Robert P. W. Duin,conf/mcs/SkurichinaD00,Boosting in Linear Discriminant Analysis.
SODA,Sanjeev Khanna,conf/soda/IslerKK04,Randomized pursuit-evasion with limited visibility.
ICUMT,Ann Nowé,conf/icumt/HalabiSGN11,Routing and traffic grooming in multi-domain optical networks.
,Pavel Laskov,journals/it/GrozeaL12,"Anomaly Detection at ""supersonic"" Speed."
,Setsuo Ohsuga,journals/kbs/AkutsuSO91,Logic-based approach to expert systems in chemistry.
,Markus Schneider 0001,journals/ijdmmm/Viswanathan014,User-centric spatial data warehousing: a survey of requirements and approaches.
ISI,Gerard Salton,conf/isiwi/Salton90,Future Prospects for Text-Based Information Retrieval.
ICCV,Ramakant Nevatia,conf/iccv/SongN05,A Model-Based Vehicle Segmentation Method for Tracking.
ECCV Workshops (3),Martial Hebert,conf/eccv/ItoKBH12,Detecting Interesting Events Using Unsupervised Density Ratio Estimation.
ISCAS,Carver Mead,conf/iscas/DelbruckM94,Adaptive Photoreceptor with Wide Dynamic Range.
PODS,Sara Cohen,conf/pods/Cohen06,Equivalence of queries combining set and bag-set semantics.
SDM,Hui Xiong,conf/sdm/LiuX13,Point-of-Interest Recommendation in Location Based Social Networks with Topic and Location Awareness.
ECDL,Kyle Williams,conf/ercimdl/VersfeldLFSW10,Digital Library in a 3D Virtual World: The Digital Bleek and Lloyd Collection in Second Life.
SPLC,Mirco Tribastone,conf/splc/Tribastone14,Behavioral relations in a process algebra for variants.
ILP,Floriana Esposito,conf/ilp/LisiE09,Nonmonotonic Onto-Relational Learning.
,Francesco Ricca,journals/aim/CalimeriIKR12,The Answer Set Programming Competition.
IMF,Roland Wagner,conf/sidar/Wagner03,IT-Incident Management durch externe Dienstleistung - Die Lösung aller IT-Incident Management Probleme?
,H. Vincent Poor,journals/corr/abs-0807-1543,On the Capacity of MIMO Interference Channels
,Xin Yao,journals/fcsc/TangY09,From nature to computing and back.
MICCAI (1),Nassir Navab,conf/miccai/KeilVLN09,Dynamic Cone Beam Reconstruction Using a New Level Set Formulation.
CICLing (1),Christopher D. Manning,conf/cicling/Manning11,Part-of-Speech Tagging from 97% to 100%: Is It Time for Some Linguistics?
AAAI,Petri Myllymäki,conf/aaai/MaloneKJKM14,Predicting the Hardness of Learning Bayesian Networks.
,Thomas Stützle,journals/anor/PaqueteSS07,On local optima in multiobjective combinatorial optimization problems.
ISCAS,Luca Benini,conf/iscas/LoiMPB10,3D NoCs - Unifying inter & intra chip communication.
ICCS,Feng Xiao,journals/procedia/BinCX11,Global advection transport model on hexagonal-pentagonal geodesic grid by multi-moment scheme.
ECCBR,Enric Plaza,conf/ewcbr/OntanonP04,Justification-Based Case Retention.
,Roberto Bisiani,journals/cj/MileoMPB10,A Logical Approach to Home Healthcare with Intelligent Sensor-Network Support.
,Lars Schmidt-Thieme,journals/kais/GrabockaWS16,Fast classification of univariate and multivariate time series through shapelet discovery.
ICCABS,Niko Beerenwinkel,conf/iccabs/TopferGMGB13,Probing of viral diversity by global haplotype prediction.
AISTATS,Serge J. Belongie,journals/jmlr/AgarwalWCLKB07,Generalized Non-metric Multidimensional Scaling.
,Ivan Titov,journals/tacl/MarcheggianiT16,Discrete-State Variational Autoencoders for Joint Discovery and Factorization of Relations.
,Laurent Younes,journals/cviu/FeldmanY06,Homeostatic image perception: An artificial system.
,Stefan Wermter,journals/connection/PanchevW06,Temporal sequence detection with spiking neurons: towards recognizing robot language instructions.
Advances in Object-Oriented Data Modeling,Stefano Spaccapietra,books/mit/papazoglouST2000/ParentS00,Database Integration: The Key to Data Interoperability.
SIGMOD Conference,Henry F. Korth,conf/sigmod/AlonsoK93,Database System Issues in Nomadic Computing.
,Harry Wechsler,journals/tip/LiuW02,Gabor feature based classification using the enhanced fisher linear discriminant model for face recognition.
HLT,Eduard H. Hovy,conf/naacl/OkumuraH94,Building Japanese-English Dictionary based on Ontology for Machine Translation.
WIAMIS,Konstantinos N. Plataniotis,conf/wiamis/AjmalKP07,Time-Compression of Speech in Information Talks Using Spectral Entropy.
,Jie Wu 0001,journals/tpds/LiuW09a,Scalable Routing in Cyclic Mobile Networks.
,Agnès Rico,journals/isci/DuboisPR16,Residuated variants of Sugeno integrals: Towards new weighting schemes for qualitative aggregation methods.
,Eva-Maria M. Mueckstein,journals/tse/YellinM86,The Automatic Inversion of Attribute Grammars.
CIKM,Douglas W. Oard,conf/cikm/BagdouriO15,Profession-Based Person Search in Microblogs: Using Seed Sets to Find Journalists.
GLOBECOM,Xiang-Yang Li,conf/globecom/XuKL11,Market Equilibria in Spectrum Trading with Multi-Regions and Multi-Channels.
IJCAI,Qiang Yang 0001,conf/ijcai/Yang09,Activity Recognition: Linking Low-level Sensors to High-level Intelligence.
,Ramon López de Mántaras,journals/jirs/RamisaAVTM12,Evaluation of Three Vision Based Object Perception Methods for a Mobile Robot.
Heterogeneous Computing Workshop,Howard Jay Siegel,conf/hcw/TanS97,A stochastic model of a dedicated heterogeneous computing system for establishing a greedy approach to developing data relocation heuristics.
,Victor Vianu,journals/amai/Vianu97,Rule-Based Languages.
,Myoung-Ho Kim,journals/ieicet/KimKK10,Efficient Window Processing over Disordered Data Streams.
,Rob Kling,journals/tis/Kling86,The struggles for democracy in an information society.
,Richard D. Braatz,journals/tac/KishidaRFB14,Efficient Polynomial-Time Outer Bounds on State Trajectories for Uncertain Polynomial Systems Using Skewed Structured Singular Values.
,Markus Hofmann,journals/bell/BeckHH05,Network support for smart VoIP endpoints.
SECURIT,Bharat Jayaraman,conf/securit/PoroorJ12,Formal analysis of event-driven cyber physical systems.
ICASSP,Sridha Sridharan,conf/icassp/KanagasundaramDS14,Improving PLDA speaker verification with limited development data.
Logic in Databases,David Scott Warren,conf/lid/SagonasSW96,The Limits of Fixed-Order Computation.
AAAI,David R. Thompson,conf/aaai/Thompson07a,Predictive Exploration for Autonomous Science.
ISWC/ASWC,Pascal Hitzler,conf/semweb/KrotzschRH07,Conjunctive Queries for a Tractable Fragment of OWL 1.1.
,Daniel Lemire,journals/crossroads/Lemire10,Marketing your ideas: Don't sell yourself short.
,Won Suk Lee,journals/dke/ParkL12,Adaptive optimization for multiple continuous queries.
GEC Summit,Li Guo,conf/gecco/TanG09,Quantum and biogeography based optimization for a class of combinatorial optimization.
AAAI,Yueting Zhuang,conf/aaai/WuTYTTZ13,Supervised Nonnegative Tensor Factorization with Maximum-Margin Constraint.
L@S,David A. Joyner,conf/lats/SheahenJ16,TAPS: A MOSS Extension for Detecting Software Plagiarism at Scale.
COLING,Eric Nyberg,conf/coling/BakerFJMN94,Coping With Ambiguity in a Large-Scale Machine Translation System.
,Donald A. Norman,journals/tse/DraperN85,Software Engineering for User Interfaces.
NIPS,Larry A. Wasserman,conf/nips/BalakrishnanNRSW13,Cluster Trees on Manifolds.
,Xin Wu,journals/ieiceee/MoWLW15,A motion compensation method for airborne SAR imagery.
SASO Workshops,Jacob Beal,conf/saso/Beal10,A Basis Set of Operators for Space-Time Computations.
,Berthold Vöcking,journals/tcs/FischerV09,Adaptive routing with stale information.
,Volker Weber,journals/corr/abs-0906-2541,On the Hybrid Extension of CTL and CTL+
SIGDOC,Martin Mundhenk,conf/sigdoc/HoffM01,Finding scientific papers with homepagesearch and MOPS.
VLDB Surveys,James B. Rothnie Jr.,conf/vldb/Rothnie78a,Issues in Distributed Database Management Systems: A Technical Overview.
ICDCS,John A. Stankovic,conf/icdcs/RamamrithamS84,Dynamic Task Scheduling in Distributed Real-Time Systems.
IJCAI,Gerald DeJong,conf/ijcai/ShavlikD87,An Explanation-based Approach to Generalizing Number.
ICC,Xiang Zhang,conf/icc/YangXZ14,Truthful group buying-based spectrum auction design for cognitive radio networks.
FSTTCS,Prakash Panangaden,conf/fsttcs/DHondtP05,Reasoning About Quantum Knowledge.
CISIS,Peter A. Flach,conf/cisis/TwomeyF14,A Machine Learning Approach to Objective Cardiac Event Detection.
Description Logics,Thomas Eiter,conf/dlog/OrtizCE06,Data Complexity of Answering Unions of Conjunctive Queries in 
,Ronald R. Yager,journals/fss/Yager08,Measures of specificity over continuous spaces under similarity relations.
,Daniel G. Bobrow,journals/aim/WeldMB95,The Role of Intelligent Systems in the National Information Infrastructure.
CIRA,Günther Palm,conf/cira/OubbatiP07,Neural Fields for Controlling Formation of Multiple Robots.
CSCWD,Cong Tian,conf/cscwd/WangDT14,Simulation and verification of the virtual memory management system with MSVL.
CLOUD,Malcolm P. Atkinson,conf/IEEEcloud/McGilvaryBA15,Ad Hoc Cloud Computing.
,Dinesh Manocha,journals/corr/HePLM15,Efficient Penetration Depth Computation between Rigid Models using Contact Space Propagation Sampling.
SPIRE,Gonzalo Navarro,conf/spire/HyyroN03,A Practical Index for Genome Searching.
ICDM,Eamonn J. Keogh,conf/icdm/CamerraPSK10,iSAX 2.0: Indexing and Mining One Billion Time Series.
,Sanjay Ranka,journals/pr/ShankarR92,Hypercube algorithms for operations on quadtrees.
,Nicolas Peltier,journals/iandc/Peltier03,Extracting models from clause sets saturated under semantic refinements of the resolution rule.
SSPR/SPR,Mineichi Kudo,conf/sspr/AokiK02,Decision Tree Using Class-Dependent Feature Subsets.
,Jitendra Malik,journals/corr/LiM15a,Bandit Label Inference for Weakly Supervised Learning.
MICRO,Kemal Ebcioglu,conf/micro/Ebcioglu87,A compilation technique for software pipelining of loops with conditional jumps.
CIS,Sang Ho Lee,conf/cis/JeongLL06,An Efficient Device Authentication Protocol Using Bioinformatic.
,Francis Y. L. Chin,journals/tse/OzsoyogluC82,Enhancing the Security of Statistical Databases with a Question-Answering System and a Kernel Design.
,Jian Chen,journals/orl/ZhangC06,Bayesian solution to pricing and inventory control under unknown demand distribution.
,Gonzalo Navarro,journals/tweb/ClaudeN10,Fast and Compact Web Graph Representations.
ECML,Johannes Fürnkranz,conf/ecml/Furnkranz02,Pairwise Classification as an Ensemble Technique.
ICMAS,Edmund H. Durfee,conf/icmas/ArmstrongD98,Mixing and Memory: Emergent Cooperation in an Information Marketplace.
PKDD,Wen-tau Yih,conf/pkdd/KolczY07,Site-Independent Template-Block Detection.
,Paul S. Rosenbloom,journals/sigart/LairdHHR91,An Analysis of Soar as an Integrated Architecture.
SC Companion,Laxmikant V. Kalé,conf/sc/TotoniK11,ACM SRC poster: optimizing all-to-all algorithm for PERCS network using simulation.
WWW,Reiner Kraft 0001,conf/www/IrmakK10,A scalable machine-learning approach for semi-structured named entity recognition.
,Simon Parsons,journals/ker/Parsons05c,"Independent Component Analysis: A Tutorial Introduction by James V. Stone, MIT Press, 193 pp, ISBN 0-262-69315-1."
WiOpt,Tomoyuki Shirai,conf/wiopt/NagamatsuMS14,Padé approximation for coverage probability in cellular networks.
IROS,Pedro U. Lima,conf/iros/DiasMGL15,Augmented reality on robot navigation using non-central catadioptric cameras.
IPDPS,David R. Kaeli,conf/ipps/UkidaveLK16,Mystic: Predictive Scheduling for GPU Based Cloud Servers Using Machine Learning.
,Mingsheng Ying,journals/jcss/CaoXY13,Probabilistic automata for computing with words.
